2,114
3,67
4,119
5,30
34,173
25,173
9,243
6,173
7,173
8,173
26,180
10,224
27,240
28,177
29,223
14,173
17,173
18,173
19,173
22,173
30,180
20,211
39,211
15,66
43,66
23,66
24,248
16,333
12,333
13,333
11,333
21,333
35,333
36,333
31,333
32,333
33,333
37,333
38,333
40,333
41,333
42,333
